WGR_ID,WGR_NAME,SPA_ID,WGR_TYP,WGR_MWSTNR,WGR_KONR,WGR_MWSTKO,JANW_NUMMER,CHG_USER,CHG_ZEIT,NEW_USER,NEW_ZEIT,AKTIV,WGR_RABNR,WGR_INV_SORT,WGR_NAMEID,WGR_BEDGR1,WGR_BEDGR2,KRT_NR,WGR_KONR2,WGR_KONRRUECK,WGR_MWSTKO2,WGR_MWSTKORUECK,WGR_EP1DEF,WGR_EP1PERC,WGR_EP2DEF,WGR_EP2PERC,WGR_KONR3,WGR_MWSTKO3,WGR_FORCB,WGR_NOTRANSFER,WGR_DEPOSIT,WGR_NUMBER,WGR_OQC_METHOD,WGR_OQC_BDAYS,WGR_OQC_SUBSOH,WGR_OQC_ADDLEAD,WGR_OQC_ROUNDING,WGR_OQC_SFACTOR,WGR_ACCINV1,WGR_ACCEXP1,WGR_ACCCOS1,WGR_ACCACC1,WGR_ACCINV2,WGR_ACCEXP2,WGR_ACCCOS2,WGR_ACCACC2,WGR_ACCINV3,WGR_ACCEXP3,WGR_ACCCOS3,WGR_ACCACC3,WGR_ACCINV4,WGR_ACCEXP4,WGR_ACCCOS4,WGR_ACCACC4,WGR_ACCINV5,WGR_ACCEXP5,WGR_ACCCOS5,WGR_ACCACC5,WGR_VATINV1,WGR_VATEXP1,WGR_VATCOS1,WGR_VATACC1,WGR_VATINV2,WGR_VATEXP2,WGR_VATCOS2,WGR_VATACC2,WGR_VATINV3,WGR_VATEXP3,WGR_VATCOS3,WGR_VATACC3,WGR_VATINV4,WGR_VATEXP4,WGR_VATCOS4,WGR_VATACC4,WGR_VATINV5,WGR_VATEXP5,WGR_VATCOS5,WGR_VATACC5,WGR_WGRNR,WGR_WGRNRCNT,ART_NR,WGR_NOREPORT,WGR_ACTTHEO,WGR_TENTATIVE,WGR_FKEY,WGR_KONRADD,WGR_ACCADD1,WGR_ACCADD2,WGR_ACCADD3,WGR_ACCADD4,WGR_ACCADD5,VPK_NR
151,Delivery Cocktails 802,62,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,229,DELIVERY COCKTAILS 802,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,
152,Delivery Cocktails 869,77,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,296,DELIVERY COCKTAILS 869,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,,,,,,,
153,Delivery Comics 849,56,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,276,DELIVERY COMICS 849,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,,,,,,,
154,Delivery Comidas Principales Congeladas 830,54,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,257,DELIVERY COMIDAS PRINCIPALES CONGELADAS 830,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,
155,Delivery Condimentos 845,52,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,272,DELIVERY CONDIMENTOS 845,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,,,,,,,
156,Delivery Correo 880,73,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,307,DELIVERY CORREO 880,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,,,,,,,
157,Delivery Cosmeticos 988,48,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,415,DELIVERY COSMETICOS 988,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,,,,,,,
158,Delivery Cospeles 878,73,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,305,DELIVERY COSPELES 878,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,,,,,,,
159,Delivery Cremas 871,61,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,298,DELIVERY CREMAS 871,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,,,,,,,
160,Delivery Cuidado de la Piel 832,48,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,259,DELIVERY CUIDADO DE LA PIEL 832,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,,,,,,,
161,Delivery Cuidado de la Ropa 956,65,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,383,DELIVERY CUIDADO DE LA ROPA 956,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,,,,,,,
162,Delivery Cuidado de la Vajilla 921,65,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,348,DELIVERY CUIDADO DE LA VAJILLA 921,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,,,,,,,
163,Delivery Cuidado del Bebe 907,48,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,334,DELIVERY CUIDADO DEL BEBE 907,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,,,,,,,
164,Delivery Cuidado del Hogar 866,65,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,293,DELIVERY CUIDADO DEL HOGAR 866,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,,,,,,,
165,Delivery Delivery 935,73,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,362,DELIVERY DELIVERY 935,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,,,,,,,
166,Delivery Deportivas 797,46,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,224,DELIVERY DEPORTIVAS 797,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,,,,,,,
167,Delivery Deportivas 850,47,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,277,DELIVERY DEPORTIVAS 850,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,
168,"Delivery Descongelar, Calentar y Comer 997",55,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,424,"DELIVERY DESCONGELAR, CALENTAR Y COMER 997",,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,,,,,,,
169,Delivery Diarios 859,56,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,286,DELIVERY DIARIOS 859,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,,,,,,,
170,Delivery Energizantes 923,47,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,350,DELIVERY ENERGIZANTES 923,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,,,,,,,
171,Delivery Ensaladas 858,55,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,285,DELIVERY ENSALADAS 858,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,,,,,,,
172,Delivery Ensaladas 942,71,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,369,DELIVERY ENSALADAS 942,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,,,,,,,
173,Delivery Ensaladas y Sopas 822,53,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,249,DELIVERY ENSALADAS Y SOPAS 822,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822,,,,,,,
174,Delivery Entrega de Efectivo 995,73,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,422,DELIVERY ENTREGA DE EFECTIVO 995,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,,,,,,,
175,Delivery Entretenimientos 819,73,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,246,DELIVERY ENTRETENIMIENTOS 819,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819,,,,,,,
176,Delivery Escuela y Oficina 831,64,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,258,DELIVERY ESCUELA Y OFICINA 831,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,,,,,,,
177,Delivery Espirituosas 847,62,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,274,DELIVERY ESPIRITUOSAS 847,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,,,,,,,
178,Delivery Estacionales y Novedades 818,57,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,245,DELIVERY ESTACIONALES Y NOVEDADES 818,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,,,,,,,
179,Delivery Fiambres 936,66,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,363,DELIVERY FIAMBRES 936,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,,,,,,,
180,Delivery Flores 932,64,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,359,DELIVERY FLORES 932,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,,,,,,,
181,Delivery Fortified Wine 812,77,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,239,DELIVERY FORTIFIED WINE 812,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,,,,,,,
182,Delivery Fotocopias 900,73,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,327,DELIVERY FOTOCOPIAS 900,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,
183,Delivery Frutas 793,71,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,220,DELIVERY FRUTAS 793,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,,,,,,,
184,Delivery Galletas Dulces 870,74,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,297,DELIVERY GALLETAS DULCES 870,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,,,,,,,
185,Delivery Galletas Saladas 800,75,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,227,DELIVERY GALLETAS SALADAS 800,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,
186,Delivery Gaseosas 912,45,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,339,DELIVERY GASEOSAS 912,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,,,,,,,
187,Delivery Gaseosas 915,47,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,342,DELIVERY GASEOSAS 915,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915,,,,,,,
188,Delivery Gaseosas 937,46,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,364,DELIVERY GASEOSAS 937,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,,,,,,,
189,Delivery Golosinas Congeladas 855,53,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,282,DELIVERY GOLOSINAS CONGELADAS 855,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,,,,,,,
190,Delivery Golosinas sueltas de bajo valor 837,57,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,264,DELIVERY GOLOSINAS SUELTAS DE BAJO VALOR 837,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,,,,,,,
191,Delivery Hamburguesas 920,53,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,347,DELIVERY HAMBURGUESAS 920,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,
192,Delivery Helados 929,58,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,356,DELIVERY HELADOS 929,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,,,,,,,
193,Delivery Helados Premium 851,58,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,278,DELIVERY HELADOS PREMIUM 851,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,,,,,,,
194,Delivery Herramientas 902,64,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,329,DELIVERY HERRAMIENTAS 902,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,,,,,,
195,Delivery Hielo 974,59,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,401,DELIVERY HIELO 974,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,,,,,,,
196,Delivery Higiene Femenina 792,48,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,219,DELIVERY HIGIENE FEMENINA 792,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,
197,Delivery Higiene Personal 925,48,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,352,DELIVERY HIGIENE PERSONAL 925,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,,,,,,,
198,Delivery Hot Dogs 856,53,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,283,DELIVERY HOT DOGS 856,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,,,,,,,
199,Delivery Huevos 833,66,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,260,DELIVERY HUEVOS 833,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,,,,,,,
200,Delivery Importadas 862,50,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,289,DELIVERY IMPORTADAS 862,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,,,,,,,
201,Delivery Importados 805,51,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,232,DELIVERY IMPORTADOS 805,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,,,,,,,
202,Delivery Ingredientes 888,60,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,315,DELIVERY INGREDIENTES 888,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,,,,,,,
203,Delivery Insumos 844,60,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,271,DELIVERY INSUMOS 844,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844,,,,,,,
204,Delivery Jugos 968,47,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,395,DELIVERY JUGOS 968,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,,,,,,,
205,Delivery Jugos en Polvo 795,52,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,222,DELIVERY JUGOS EN POLVO 795,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,,,,,,,
206,Delivery Juguetes 813,64,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,240,DELIVERY JUGUETES 813,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,,,,,,,
207,Delivery Leche Descremada 905,61,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,332,DELIVERY LECHE DESCREMADA 905,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,,,,,,,
208,Delivery Leche Descremada 1% 914,61,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,341,DELIVERY LECHE DESCREMADA 1% 914,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,,,,,,,
209,Delivery Leche Descremada 2% 979,61,1,0,,,,21,2026-05-06 22:35:07,21,2026-04-23 08:46:55, ,,406,DELIVERY LECHE DESCREMADA 2% 979,,,,,,,,0,1,0,1,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,
