INV_ID,INP_TYP,ART_ID,VPK_ID,LGP_NR,INP_SOLL,INP_IST,INP_ESP,INP_EKP,INP_VSP,INP_VKP,INP_INFO,INP_DELART,INP_STATUS,INP_WEK,INP_UML,INP_KST,INP_IST0,INP_IST1,INP_IST2,INP_IST3,INP_IST4,INP_IST5,INP_IST6,INP_IST7,INP_IST8,INP_IST9,INP_EP1,INP_EP2,INP_CHANGED,REPLICATED,INP_IST10,SPA_NR,WGR_NR
1,4,766,3,,0,47,0.000,0.000,0,0,,1,0,,,,47,0,0,0,0,0,0,0,0,0,0,0,1,,,37,431
1,4,766,3,,0,47,0.000,0.000,0,0,,1,0,,,,47,0,0,0,0,0,0,0,0,0,0,0,1,,,37,431
1,4,823,3,,0,16,0.000,0.000,0,0,,1,0,,,,16,0,0,0,0,0,0,0,0,0,0,0,1,,,37,431
1,4,823,3,,0,16,0.000,0.000,0,0,,1,0,,,,16,0,0,0,0,0,0,0,0,0,0,0,1,,,37,431
1,4,751,3,,0,10,0.000,0.000,0,0,,1,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,1,,,37,431
1,4,751,3,,0,10,0.000,0.000,0,0,,1,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,1,,,37,431
1,4,752,3,,0,10,0.000,0.000,0,0,,1,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,1,,,37,431
1,4,752,3,,0,10,0.000,0.000,0,0,,1,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,1,,,37,431
1,4,875,3,,0,10,0.000,0.000,0,0,,1,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,1,,,37,431
1,4,875,3,,0,10,0.000,0.000,0,0,,1,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,1,,,37,431
1,4,178,3,,0,0,0.000,0.000,0,0,,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,178,3,,0,0,0.000,0.000,0,0,,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,181,3,,0,0,0.000,0.000,0,0,,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,181,3,,0,0,0.000,0.000,0,0,,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,179,3,,0,5,0.000,0.000,0,0,,1,0,,,,5,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,179,3,,0,5,0.000,0.000,0,0,,1,0,,,,5,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,182,3,,0,0,0.000,0.000,0,0,,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,182,3,,0,0,0.000,0.000,0,0,,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,146,3,,0,62,0.000,0.000,0,0,,1,0,,,,62,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,146,3,,0,62,0.000,0.000,0,0,,1,0,,,,62,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,991,3,,0,90,0.000,0.000,0,0,,1,0,,,,90,0,0,0,0,0,0,0,0,0,0,0,1,,,34,348
1,4,991,3,,0,90,0.000,0.000,0,0,,1,0,,,,90,0,0,0,0,0,0,0,0,0,0,0,1,,,34,348
1,4,249,3,,0,4,0.000,0.000,0,0,,1,0,,,,4,0,0,0,0,0,0,0,0,0,0,0,1,,,86,68
1,4,249,3,,0,4,0.000,0.000,0,0,,1,0,,,,4,0,0,0,0,0,0,0,0,0,0,0,1,,,86,68
1,4,252,3,,0,3,0.000,0.000,0,0,,1,0,,,,3,0,0,0,0,0,0,0,0,0,0,0,1,,,86,68
1,4,252,3,,0,3,0.000,0.000,0,0,,1,0,,,,3,0,0,0,0,0,0,0,0,0,0,0,1,,,86,68
1,4,185,3,,0,2,0.000,0.000,0,0,,1,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,185,3,,0,2,0.000,0.000,0,0,,1,0,,,,2,0,0,0,0,0,0,0,0,0,0,0,1,,,86,51
1,4,760,3,,0,17,0.000,0.000,0,0,,1,0,,,,17,0,0,0,0,0,0,0,0,0,0,0,1,,,34,436
1,4,760,3,,0,17,0.000,0.000,0,0,,1,0,,,,17,0,0,0,0,0,0,0,0,0,0,0,1,,,34,436
1,4,759,3,,0,12,0.000,0.000,0,0,,1,0,,,,12,0,0,0,0,0,0,0,0,0,0,0,1,,,34,436
1,4,759,3,,0,12,0.000,0.000,0,0,,1,0,,,,12,0,0,0,0,0,0,0,0,0,0,0,1,,,34,436
1,4,1087,3,,0,14,0.000,0.000,0,0,,1,0,,,,14,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,1087,3,,0,14,0.000,0.000,0,0,,1,0,,,,14,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,1095,3,,0,17,0.000,0.000,0,0,,1,0,,,,17,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,1095,3,,0,17,0.000,0.000,0,0,,1,0,,,,17,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,1094,3,,0,22,0.000,0.000,0,0,,1,0,,,,22,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,1094,3,,0,22,0.000,0.000,0,0,,1,0,,,,22,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,1093,3,,0,9,0.000,0.000,0,0,,1,0,,,,9,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,1093,3,,0,9,0.000,0.000,0,0,,1,0,,,,9,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,564,3,,0,24,0.000,0.000,0,0,,1,0,,,,24,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,564,3,,0,24,0.000,0.000,0,0,,1,0,,,,24,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,957,3,,0,25,0.000,0.000,0,0,,1,0,,,,25,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,957,3,,0,25,0.000,0.000,0,0,,1,0,,,,25,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,958,3,,0,20,0.000,0.000,0,0,,1,0,,,,20,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,958,3,,0,20,0.000,0.000,0,0,,1,0,,,,20,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,959,3,,0,35,0.000,0.000,0,0,,1,0,,,,35,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,959,3,,0,35,0.000,0.000,0,0,,1,0,,,,35,0,0,0,0,0,0,0,0,0,0,0,1,,,33,320
1,4,842,3,,0,13,0.000,0.000,0,0,,1,0,,,,13,0,0,0,0,0,0,0,0,0,0,0,1,,,33,53
1,4,842,3,,0,13,0.000,0.000,0,0,,1,0,,,,13,0,0,0,0,0,0,0,0,0,0,0,1,,,33,53
1,4,109,3,,0,14,0.000,0.000,0,0,,1,0,,,,14,0,0,0,0,0,0,0,0,0,0,0,1,,,79,57
1,4,109,3,,0,14,0.000,0.000,0,0,,1,0,,,,14,0,0,0,0,0,0,0,0,0,0,0,1,,,79,57
1,4,1011,3,,0,16,0.000,0.000,0,0,,1,0,,,,16,0,0,0,0,0,0,0,0,0,0,0,1,,,79,66
1,4,1011,3,,0,16,0.000,0.000,0,0,,1,0,,,,16,0,0,0,0,0,0,0,0,0,0,0,1,,,79,66
