INV_ID,INV_NAME,KST_ID,INV_DATUM,INV_STATUS,INV_TYP,INV_SELECT,INV_INFO,NEW_USER,NEW_ZEIT,CHG_USER,CHG_ZEIT,AKTIV,INV_ACTDATUM,INV_NAMEID,INV_ZEIT,INV_GENERIERT,INV_CLOSEMETHOD,REPLICATED,INV_PROCESSING,EXP_NR,INV_GL_EXPORT,INV_LASTPOSTED,INV_ACTUSER,INV_PARENTLIST,HHT_NR,INV_ENHANCED,INV_INDIVIDUAL,TFL_NR,INV_COUNTPURCHART,INV_BOOKEDAT
6,INV2605-0006,15,2026-05-05 00:00:00,8,4,"
								AND (   a.art_id IN (SELECT p.art_id FROM invtemppos p WHERE p.int_id = 14) 
									 OR a.wgr_id IN (SELECT w.wgr_id FROM invtempwgr w WHERE w.int_id = 14)
									 OR a.art_id IN (SELECT p.art_id FROM invlistpos p, invtempinl i WHERE i.int_id = 14 AND p.inl_id = i.inl_id)
									 OR a.wgr_id IN (SELECT w.wgr_id FROM invlistwgr w, invtempinl i WHERE i.int_id = 14 AND w.inl_id = i.inl_id)
									)",Generado desde Web,47,2026-05-05 18:07:59,47,2026-05-05 18:11:05, ,2026-05-05 15:11:05,INV2605-0006,2026-05-05 15:07:59,2026-05-05 15:08:00,1,,0,,0,,,,,1,,,,2026-05-05 18:11:05
