VBR_ID,VBR_NAME,VBR_STATUS,VRT_ID,VBR_DATUM,KST_ID,NEW_USER,NEW_ZEIT,CHG_USER,CHG_ZEIT,AKTIV,VBR_NAMEID,VBR_INFO,VBR_RC,REPLICATED,VBR_PPS,VBR_EXP1,EXP_NR,VBR_OWNER,APPLYVC,MPL_NR,VBR_PARENTLIST,VBR_REQUEST,VBR_FROMPOS,VBR_ASKFORKST,TFL_NR,VBR_LISTLOCKED,VBR_DEPLETED
6,VBR2605-00006,2,1,2026-05-05 00:00:00,15,47,2026-05-05 18:06:54,47,2026-05-05 18:07:14, ,VBR2605-00006,,,,,,1,47,,,,,,,,,
