KST_ID,KST_NAME,KST_INDEX,KST_CODE,KST_PARENT,STE_ID,KST_KONR,KST_BUDGET,KST_AUSG,KST_MAX,JANB_NUMMER,KST_TYP,NEW_USER,NEW_ZEIT,CHG_USER,CHG_ZEIT,AKTIV,KST_TYPARTVK,KST_TYPSPL,KST_TYPLAGER,KST_FIRMA,KST_NAMEID,KST_ADRESSE,KST_ADD_INFO,KST_GWV,KST_GWV_A0,KST_GWV_M0,KST_GWV_A1,KST_GWV_M1,KST_GWV_A2,KST_GWV_M2,KST_VKONTO_MK,KST_GWV_SUMLEA,KST_VKBER_ID,KST_VKONTO_KRED,KST_NBA,KST_NETSELL,KST_NETLOGIN,KST_NETSORTIMENT,KST_NETNAME,KST_NETSELLGRNR1,KST_NETSELLGR1,KST_NETSELLGRNR2,KST_NETSELLGR2,KST_BOCODE1,KST_BOCODE2,KST_BOCODE3,KST_BOCODE4,KST_BOCODE5,KST_BOCODE6,KST_BOCODE7,KST_BOCODE8,KST_CLOSEPERIOD,KST_CLOSEONINV,KST_DATEPERIOD,KST_TRANSIT,KST_BATCH,KST_INVMETHOD,KST_PFANDLAGER,KST_INVCLOSE,KST_INVTIME,CCG_NR1,CCG_NR2,CCG_NR3,CCG_NR4,CCG_NR5,CCG_NR6,CCG_NR7,CCG_NR8,KST_WHCODE,KST_EP1SRC,KST_BISNR,KST_OPENDATE,KST_CLOSEDATE,KST_ADDCOST,KST_NOINVDIFF,KST_EXTNAME,KST_TYPPROD,KST_NUMBER,KST_CTYPE,KST_LOCID,KST_SPRICE,KST_USEVSPLIST,KST_INVUNITS,KST_INVAUTOFILL,KST_INVCRITICAL,LOCATIONID,ORGANIZATIONID,ORGLEVELID,KST_ACCOUNTGR,KST_STAND,KST_CPEXCLUDE,KST_INVTMPL_ENT,KST_INVTMPL_SC,KST_ACTIVEIFC,KST_USEPFAND,KST_PFANDGOTO,ACC_ID,KST_MPLTMPL,KST_USEFORNETORDER,KST_LOCNAMEINNETS,KST_NAMEINNETSELL,KST_DEFAULTWH,KST_GROUPNR,KST_XREF,KST_CITY,KST_COUNTRY,KST_NR2,KST_PERSON,KST_TEL,KST_FAX,KST_EMAIL,KST_DAILYTOTAL,KST_WAREHOUSE,KST_ADVANCED_SL,KST_WWW,KST_STREET,KST_PLANCAPACITY,KST_ADMISSIONMEAL,KST_TRANSFERMEAL,KST_MAXADMISSIONS,KST_USEFC,CUR_NR,KST_MYGTYPE,KST_GUID,KST_INHERITCUTOFFTIME,KST_CUTOFFTIME,KST_CUTOFFDAYS,KST_DEFAULTMIL,KST_REQEXTERN,KST_ALPHCUST1,KST_ALPHCUST2,KST_ALPHCUST3,KST_ALPHCUST4,KST_ALPHCUST5,KST_NUMCUST1,KST_NUMCUST2,KST_NUMCUST3,KST_NUMCUST4,KST_NUMCUST5,KST_INTCUST1,KST_INTCUST2,KST_INTCUST3,KST_INTCUST4,KST_INTCUST5,PSC_NR,KST_LEADDAYS,KND_NR,KST_NR_KITCHEN,SGP_NR,KST_SORTORDER,KST_PFANDDETACH,KST_AUTOADVDAYS,KST_AUTOWEEKEND,KST_AUTOMODE,KST_AUTONOMEAL,KST_DIECHGMODE,KST_INCLUDEICMS,KST_DISCOUNT,KST_ORDDATELOCK,KST_ORDMTILOCK,ACC_ID2,KST_INVALTLAYOUT,KST_INVNOPRINTPB,KST_INVRCVOFFSET,KST_ZZ,AFR_NR1,AFR_NR2,AFR_NR3,OCL_NR,DIE_NR,BST_NR,KST_CLOSEFINPERIOD,KST_CCORDERING,KST_RSORDERING,KST_SIMPLEHACCP,KST_HACCPTEMP,KST_HACCPINFO,KST_HACCPDELTIME,KST_HACCPREFRIG,KST_HACCPEXPDAT,KST_MOPASTDAYS,KST_MOFUTUREDAYS,PIC_NR,KST_HACCPVEHCHK,KST_ALLOWPROD,KST_VTS,KST_AUTOYIELD,CCG_NR9,CCG_NR10,KST_LOCALIZATION,KST_CCORDREQDIET,KST_INTAKEREQ,KST_USEENVD,KST_USEENVDFROM,KST_NETSDELIVERY,KST_NETSMINORDER,KST_NETSMINVALUE,KST_NETSDELCHARGE,KST_NETSDELPRO_NR,SJQ_NR_CFP,KST_INVMULTIHHTCNT,MOS_NR,KST_SELRESPOOLEMP,KST_COUNTPURCHART,KST_CPU,KST_NR_CPU,KST_TRANSFERKEY,KST_LOCPATDATA,KST_LOCPATDATAWS,KST_ADDRESSLINE1,KST_ADDRESSLINE2,KST_POSTALCODE,KST_CUSTOMERNUMBER,DIE_NR_COMPANION,KST_STATE,KST_EU_IDNR
15,CC Chacras de Coria 31252,AAAAAAAHAA,CC 31252,14,1,,,,,,0,21,2026-04-22 23:49:31,21,2026-05-05 17:41:02, ,0,0,5,0,CC CHACRAS DE CORIA 31252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,31252,0,,0,,,13588,566580,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,50162EE79DF8C4E3E0637D5F4E64E622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,101,,,,,,1,0,2,0,0,2,,,,0,0,,0,,,,,,0,2026-04-22 20:49:31,1,0,0,0,,,0,,0,0,,,,,,,,,,,,
16,CC Tienda 2,AAAAAAAHAB,CC 100,14,1,,,,,,0,21,2026-04-24 03:41:36,21,2026-04-24 03:41:36, ,0,0,5,0,CC TIENDA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,0,31252,,,,,,13588,566580,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502D8ABD1297FFEBE0637D5F4E64DB54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24 00:41:36,,,,,,,,,,,,,,,,,,,,,,
